ClubPlant,Cluster,SubCluster,Destination,Operator,TruckType,NoofIndents
1130,N9,N9,5104,SHRINIWASA,32 MA,3
1130,N9,N9,5105,BLR,32 MA,1
1130,N9,N9,5105,CORE,24 FT,1
1130,N9,N9,5105,CORE,32 MA,4
1130,N9,N9,5105,EAST INDIA,32 MA,1
1130,N9,N9,5105,MAHAVEERA,24 FT,2
1130,N9,N9,5105,MAHAVEERA,32 MA,1
1130,N9,N9,5105,SHRINIWASA,32 MA,3
1130,N9,N9,5106,CORE,32 MA,1
1130,N9,N9,5106,KAPOOR,32 MA,1
1130,N9,N9,5106,LG BROTHERS,32 MA,1
1130,N9,N9,5106,MAHAVEERA,32 MA,2
1130,N9,N9,5106,SHRINIWASA,32 MA,1
1130,N9,N9,5107,BLR,32 MA,1
1130,N9,N9,5107,CORE,32 MA,1
1130,N9,N9,5107,INDOARYA,32 MA,1
1130,N9,N9,5107,LG BROTHERS,32 MA,2
1130,N9,N9,5107,MAHAVEERA,32 MA,1
1130,N9,N9,5107,SHRINIWASA,32 MA,1
1130,N9,N9,5108,EAST INDIA,32 MA,1
1130,N9,N9,5108,INDOARYA,32 MA,1
1130,N9,N9,5108,LG BROTHERS,24 FT,5
1130,N9,N9,5108,LG BROTHERS,32 MA,1
1130,N9,N9,5108,SHRINIWASA,32 MA,1
1130,N9,N9,5109,LG,32 MA,1
1130,N9,N9,5109,LG BROTHERS,32 MA,3
1130,N9,N9,5109,SHREE SHYAM,32 MA,1
1130,N9,N9,5109,SHRINIWASA,32 MA,1
1130,N9,N9,5111,INDOARYA,32 MA,2
1130,N9,N9,5112,INDOARYA,32 MA,2
1130,N9,N9,5112,LG BROTHERS,32 MA,2
1130,N9,N9,5112,SHREE SHYAM,32 MA,2
1130,N9,N9,5112,SHRINIWASA,32 MA,1
1130,N9,N9,5114,EXPRESS,32 MA,2
1130,N9,N9,5114,INDOARYA,32 MA,2
1130,N9,N9,5114,SHREE SHYAM,32 MA,1
1130,N9,N9,5114,SHRINIWASA,32 MA,1
1130,N9,N9,5116,BLR,32 MA,1
1130,N9,N9,5116,EAST INDIA,32 MA,1
1130,N9,N9,5116,INDOARYA,32 MA,1
1130,N9,N9,5116,SHREE SHYAM,32 MA,2
1130,N9,N9,5116,SHRINIWASA,32 MA,1
1130,N9,N9,5120,BLR,32 MA,3
1130,N9,N9,5120,EAST INDIA,32 MA,5
1130,N9,N9,5120,EXPRESS,32 MA,2
1130,N9,N9,5120,SHREE SHYAM,32 MA,4
1130,N9,N9,5120,SHRINIWASA,32 MA,2
1130,S5,S5,109026,ANAND,18 FT,1
1130,S5,S5,112272,ANAND,18 FT,3
1130,S5,S5,114436,ANAND,18 FT,2
1130,S5,S5,8150,EXPRESS,32 MA,1
1130,S5,S5,8150,KTC,18 FT,5
1130,S5,S5,8150,RCI,18 FT,5
1130,S5,S5,8150,RCI,32 MA,3
1130,S5,S5,8150,VARUNA,18 FT,4
1130,S5,S5,8155,EXPRESS,32 MA,1
1130,S5,S5,8155,RCI,18 FT,1
1130,S5,S5,8156,RCI,18 FT,1
1130,S5,S5,8251,EXPRESS,32 MA,1
1130,S5,S5,8251,RCI,18 FT,1
1130,S5,S5,8252,EXPRESS,32 MA,2
1130,S5,S5,8253,RCI,18 FT,1
1130,S5,S5,8253,VARUNA,18 FT,1
1130,S5,S5,8254,ANAND,24 FT,1
1130,S5,S5,8254,RCI,24 FT,1
1130,S5,S5,8255,ANAND,18 FT,1
1130,S5,S5,8255,RCI,24 FT,1
1130,S5,S5,8256,ANAND,18 FT,1
1130,S5,S5,8256,ANAND,32 MA,1
1130,S5,S5,8256,RCI,18 FT,1
1130,S5,S5,8258,RCI,18 FT,1
1130,S5,S5,8258,RCI,24 FT,1
1130,S5,S5,8259,EXPRESS,32 MA,2
1130,S5,S5,8259,KTC,18 FT,1
1130,S5,S5,8259,RCI,18 FT,2
1130,S5,S5,8259,VARUNA,18 FT,1
1130,S5,S5,8261,EXPRESS,32 MA,1
1130,S5,S5,8261,RCI,18 FT,2
1130,S5,S5,8261,VARUNA,18 FT,1
1130,S5,S5_1,400196,DEDICATED,32 MA,2
1130,S5,S5_1,400196,EAST INDIA,18 FT,4
1130,S5,S5_1,400196,EXPRESS,18 FT,1
1130,S5,S5_1,400196,EXPRESS,32 MA,2
1130,S5,S5_1,400196,KTC,18 FT,2
1130,S5,S5_1,400196,MEGA,18 FT,5
1130,S5,S5_1,400196,RCI,18 FT,1
1130,S5,S5_1,400196,SWASTIK,24 FT,1
1130,S5,S5_1,400196,VARUNA,18 FT,1
1130,S5,S5_1,8001,KTC,18 FT,1
1130,S5,S5_1,8001,MEGA,18 FT,1
1130,S5,S5_1,8001,VARUNA,18 FT,5
1130,S5,S5_1,8002,MEGA,18 FT,2
1130,S5,S5_1,8002,VARUNA,18 FT,6
1130,S5,S5_1,8003,EAST INDIA,18 FT,2
1130,S5,S5_1,8003,KTC,18 FT,2
1130,S5,S5_1,8003,MEGA,18 FT,2
1130,S5,S5_1,8003,VARUNA,18 FT,4
1130,S5,S5_1,8005,KTC,18 FT,1
1130,S5,S5_1,8005,MEGA,18 FT,2
1130,S5,S5_1,8005,RCI,18 FT,1
1130,S5,S5_1,8005,VARUNA,18 FT,4
1130,S5,S5_1,8006,KTC,18 FT,1
1130,S5,S5_1,8006,MEGA,18 FT,2
1130,S5,S5_1,8006,RCI,18 FT,1
1130,S5,S5_1,8006,VARUNA,18 FT,4
1130,S5,S5_1,8010,EAST INDIA,18 FT,2
1130,S5,S5_1,8010,KTC,18 FT,1
1130,S5,S5_1,8010,MEGA,18 FT,10
1130,S5,S5_1,8010,RCI,18 FT,2
1130,S5,S5_1,8010,VARUNA,18 FT,3
1130,S5,S5_1,8051,EAST INDIA,18 FT,1
1130,S5,S5_1,8051,KTC,18 FT,3
1130,S5,S5_1,8051,MEGA,18 FT,1
1130,S5,S5_1,8051,RCI,18 FT,2
1130,S5,S5_1,8051,VARUNA,18 FT,1
1130,S5,S5_1,8052,EAST INDIA,18 FT,1
1130,S5,S5_1,8052,KTC,18 FT,4
1130,S5,S5_1,8052,MEGA,18 FT,4
1130,S5,S5_1,8052,RCI,18 FT,3
1130,S5,S5_1,8053,DEDICATED,32 MA,1
1130,S5,S5_1,8053,EAST INDIA,18 FT,2
1130,S5,S5_1,8053,EXPRESS,18 FT,1
1130,S5,S5_1,8053,KTC,18 FT,3
1130,S5,S5_1,8053,MEGA,18 FT,1
1130,S5,S5_1,8053,RCI,18 FT,3
1130,S5,S5_1,8055,EAST INDIA,18 FT,4
1130,S5,S5_1,8055,KTC,18 FT,4
1130,S5,S5_1,8055,RCI,18 FT,2
1130,S5,S5_1,8301,DEDICATED,32 MA,1
1130,S5,S5_1,8301,DGFC,18 FT,1
1130,S5,S5_1,8301,KTC,18 FT,3
1130,S5,S5_1,8301,RCI,18 FT,2
1130,S5,S5_1,8302,KTC,18 FT,1
1130,S5,S5_1,8303,KTC,18 FT,3
1130,S5,S5_1,8303,MEGA,18 FT,1
1130,S5,S5_1,8304,KTC,18 FT,4
1130,S5,S5_1,8304,MEGA,18 FT,1
1130,S5,S5_1,8305,KTC,18 FT,5
1130,S5,S5_1,8305,MEGA,18 FT,1
1130,S5,S5_1,8305,VARUNA,18 FT,1
1130,S5,S5_1,8306,KTC,18 FT,4
1130,S5,S5_1,8306,MEGA,18 FT,1
1130,S5,S5_1,8311,KTC,18 FT,3
1130,S5,S5_1,8312,KTC,18 FT,3
1130,S5,S5_1,8312,MEGA,18 FT,1
1130,S5,S5_1,8313,KTC,18 FT,2
1130,S5,S5_1,8313,MEGA,18 FT,1
1130,S5,S5_1,8315,ILAN,32 MA,1
1130,S5,S5_1,8315,KTC,18 FT,2
1130,S5,S5_1,8351,KTC,18 FT,3
1130,S5,S5_1,8352,EAST INDIA,18 FT,1
1130,S5,S5_1,8352,KTC,18 FT,6
1130,S5,S5_1,8352,MEGA,18 FT,3
1130,S5,S5_1,8353,KTC,18 FT,3
1130,S5,S5_1,8354,KTC,18 FT,2
1130,S5,S5_1,8354,MEGA,18 FT,1
1130,S5,S5_1,8355,EXPRESS,32 MA,1
1130,S5,S5_1,8355,KTC,18 FT,1
1130,S5,S5_1,8356,KTC,18 FT,1
1130,S5,S5_1,8356,MEGA,18 FT,3
1130,S5,S5_2,4001,KTC,18 FT,7
1130,S5,S5_2,4001,MEGA,18 FT,10
1130,S5,S5_2,4001,VARUNA,18 FT,4
1130,S5,S5_2,8102,KTC,18 FT,1
1130,S5,S5_2,8102,RCI,18 FT,1
1130,S5,S5_2,8102,VARUNA,18 FT,1
1130,S5,S5_2,8103,KTC,18 FT,1
1130,S5,S5_2,8104,KTC,18 FT,1
1130,S5,S5_2,8104,MEGA,18 FT,1
1130,S5,S5_2,8104,VARUNA,18 FT,1
1130,S5,S5_2,8105,KTC,18 FT,2
1130,S5,S5_2,8105,MEGA,18 FT,1
1130,S5,S5_2,8105,RCI,18 FT,1
1130,S5,S5_2,8106,KTC,18 FT,1
1130,S5,S5_2,8106,RCI,18 FT,1
1130,S5,S5_2,8107,KTC,18 FT,1
1130,S5,S5_2,8110,KTC,18 FT,4
1130,S5,S5_2,8110,MEGA,18 FT,9
1130,S9,S9_3,4000,DEDICATED,32 MA,6
1130,S9,S9_3,4000,EAST,18 FT,2
1130,S9,S9_3,4000,EAST INDIA,18 FT,1
1130,S9,S9_3,4000,MEGA,18 FT,1
1130,S9,S9_3,4000,VARUNA,18 FT,2
1130,S9,S9_3,400071,DEDICATED,32 MA,10
1130,S9,S9_3,400071,EXPRESS,32 MA,6
1130,S9,S9_3,400071,MAHAVEERA,18 FT,2
1130,S9,S9_3,400071,SWASTIK,32 MA,1
1130,S9,S9_3,4003,DEDICATED,32 MA,22
1130,S9,S9_3,4003,MEGA,18 FT,3
1130,S9,S9_3,4003,VARUNA,32 MA,1
1130,S9,S9_3,400313,DEDICATED,32 MA,2
1130,S9,S9_3,7104,DEDICATED,32 MA,2
1130,S9,S9_3,7104,INDOARYA,18 FT,2
1130,S9,S9_3,8004,DEDICATED,32 MA,4
1130,S9,S9_3,8054,DEDICATED,32 MA,3
1130,S9,S9_3,8054,KTC,18 FT,7
1130,S9,S9_3,8054,MEGA,18 FT,1
1130,S9,S9_3,8300,DEDICATED,32 MA,27
1130,W6,W6,104687,BLR,32 MA,1
1130,W6,W6,104687,EXPRESS,32 MA,4
1130,W6,W6,114197,VIKAS,32 MA,1
1130,W6,W6,114971,EAST INDIA,18 FT,1
1130,W6,W6,115041,EAST INDIA,18 FT,1
1130,W6,W6,290204,EAST INDIA,18 FT,1
1130,W6,W6,400191,EXPRESS,32 MA,1
1130,W6,W6,400349,EXPRESS,32 MA,3
1130,W6,W6,400356,DGFC,32 MA,1
1130,W6,W6,5156,EXPRESS,32 MA,1
1130,W6,W6,5156,KAPOOR,32 MA,1
1130,W6,W6,5156,VIKAS,32 MA,1
1130,W6,W6,7102,BLR,18 FT,8
1130,W6,W6,7102,BLR,32 MA,2
1130,W6,W6,7102,DGFC,32 MA,1
1130,W6,W6,7102,EAST INDIA,18 FT,7
1130,W6,W6,7102,EAST INDIA,32 MA,1
1130,W6,W6,7102,EXPRESS,32 MA,4
1130,W6,W6,7102,SWASTIK,18 FT,4
1130,W6,W6,7102,VIKAS,18 FT,5
1130,W6,W6,7103,BLR,32 MA,1
1130,W6,W6,7103,EAST INDIA,18 FT,6
1130,W6,W6,7103,EXPRESS,32 MA,2
1130,W6,W6,7103,SWASTIK,18 FT,6
1130,W6,W6,7103,SWASTIK,32 MA,1
1130,W6,W6,7105,DGFC,32 MA,1
1130,W6,W6,7105,EXPRESS,32 MA,3
1130,W6,W6,7105,RCI,32 MA,1
1130,W6,W6,7105,SWASTIK,18 FT,4
1130,W6,W6,7150,BLR,18 FT,3
1130,W6,W6,7150,EAST INDIA,18 FT,4
1130,W6,W6,7150,EXPRESS,32 MA,2
1130,W6,W6,7150,RCI,18 FT,6
1130,W6,W6,7150,SWASTIK,32 MA,1
1130,W6,W6,7151,DGFC,18 FT,2
1130,W6,W6,7151,EAST INDIA,18 FT,2
1130,W6,W6,7151,EXPRESS,32 MA,1
1130,W6,W6,7151,LG BROTHERS,18 FT,2
1130,W6,W6,7151,RCI,18 FT,6
1130,W6,W6,7151,RCI,32 MA,1
1130,W6,W6,7152,BLR,32 MA,1
1130,W6,W6,7152,DGFC,32 MA,2
1130,W6,W6,7152,EAST INDIA,18 FT,3
1130,W6,W6,7152,EXPRESS,32 MA,3
1130,W6,W6,7152,LG BROTHERS,32 MA,3
1130,W6,W6,7152,RCI,32 MA,2
1130,W6,W6,7153,BLR,18 FT,2
1130,W6,W6,7153,EXPRESS,32 MA,1
1130,W6,W6,7153,LG BROTHERS,18 FT,4
1130,W6,W6,7153,LG BROTHERS,32 MA,1
1130,W6,W6,7153,RCI,18 FT,2
1130,W6,W6,7154,EXPRESS,32 MA,1
1130,W6,W6,7154,LG BROTHERS,18 FT,8
1130,W6,W6,7155,DGFC,18 FT,1
1130,W6,W6,7155,LG BROTHERS,18 FT,2
1130,W6,W6,7155,MAHAVEERA,18 FT,2
1130,W6,W6,7161,MAHAVEERA,18 FT,4
1130,W6,W6,7250,BLR,32 MA,1
1130,W6,W6,7250,DGFC,32 MA,1
1130,W6,W6,7250,EAST INDIA,32 MA,1
1130,W6,W6,7250,EXPRESS,32 MA,2
1130,W6,W6,7250,INDOARYA,32 MA,1
1130,W6,W6,7250,LG BROTHERS,32 MA,3
1130,W6,W6,7250,MAHAVEERA,32 MA,1
1130,W6,W6,7250,VIKAS,32 MA,1
1130,W6,W6,7251,BLR,32 MA,5
1130,W6,W6,7251,EAST INDIA,32 MA,3
1130,W6,W6,7251,EXPRESS,32 MA,3
1130,W6,W6,7251,INDOARYA,32 MA,2
1130,W6,W6,7251,MAHAVEERA,32 MA,1
1130,W6,W6,7252,EXPRESS,32 MA,1
1130,W6,W6,7252,INDOARYA,32 MA,1
1130,W6,W6,7253,EXPRESS,32 MA,4
1130,W6,W6,7253,MAHAVEERA,32 MA,1
1130,W6,W6,7254,BLR,32 MA,1
1130,W6,W6,7254,DGFC,18 FT,1
1130,W6,W6,7254,EXPRESS,32 MA,1
1130,W6,W6,7301,EXPRESS,32 MA,2
1130,W6,W6,7302,EXPRESS,32 MA,4
1130,W6,W6,7302,MAHAVEERA,32 MA,1
1130,W6,W6,7304,SWASTIK,32 MA,1
1130,W6,W6_1,7157,DEDICATED,32 MA,5
1130,W6,W6_1,7157,DGFC,18 FT,2
1130,W6,W6_1,7157,EXPRESS,32 MA,1
1130,W6,W6_2,7000,EXPRESS,32 MA,1
1130,W6,W6_2,7000,INDOARYA,32 MA,1
1130,W6,W6_2,7000,LG BROTHERS,32 MA,2
1130,W6,W6_2,7000,VIKAS,32 MA,2
1130,W6,W6_2,7001,EXPRESS,32 MA,3
1130,W6,W6_2,7001,INDOARYA,32 MA,2
1130,W6,W6_2,7001,LG BROTHERS,32 MA,1
1130,W6,W6_2,7001,SWASTIK,32 MA,2
1130,W6,W6_2,7002,EAST INDIA,32 MA,1
1130,W6,W6_2,7002,EXPRESS,32 MA,4
1130,W6,W6_2,7002,INDOARYA,32 MA,1
1130,W6,W6_2,7002,SWASTIK,18 FT,3
1130,W6,W6_2,7002,SWASTIK,32 MA,1
1130,W6,W6_2,7003,BLR,32 MA,2
1130,W6,W6_2,7003,RCI,18 FT,2
1130,W6,W6_2,7003,RCI,32 MA,1
1130,W6,W6_2,7004,EXPRESS,32 MA,1
1130,W6,W6_2,7004,MAHAVEERA,32 MA,3
1130,W6,W6_2,7051,BLR,24 FT,2
1130,W6,W6_2,7051,BLR,32 MA,4
1130,W6,W6_2,7051,DGFC,32 MA,2
1130,W6,W6_2,7051,EAST INDIA,32 MA,3
1130,W6,W6_2,7051,EXPRESS,32 MA,7
1130,W6,W6_2,7051,INDOARYA,32 MA,1
1130,W6,W6_2,7051,LG BROTHERS,24 FT,2
1130,W6,W6_2,7051,LG BROTHERS,32 MA,3
1130,W6,W6_2,7054,EXPRESS,32 MA,1
1130,W6,W6_2,7054,LG BROTHERS,32 MA,2
1140,E1,E1,4002,DGFC,32 MA,2
1140,E1,E1,4002,KAPOOR,32 MA,1
1140,E1,E1,4002,NCS,32 MA,4
1140,E1,E1,6200,DGFC,32 MA,4
1140,E1,E1,6200,KAPOOR,32 MA,1
1140,E1,E1,6200,NCS,32 MA,5
1140,E1,E1,6201,DGFC,32 MA,1
1140,E1,E1,6201,KAPOOR,32 MA,1
1140,E1,E1,6202,DGFC,32 MA,2
1140,E1,E1,6202,KAPOOR,32 MA,2
1140,E1,E1,6203,DGFC,32 MA,3
1140,E1,E1,6204,DGFC,32 MA,3
1140,E1,E1,6204,NCS,32 MA,1
1140,E1,E1,6206,DGFC,32 MA,2
1140,E1,E1,6206,KAPOOR,32 MA,2
1140,E1,E1,6207,DGFC,32 MA,3
1140,E2,E2,6000,NCS,32 MA,1
1140,E2,E2,6000,VARUNA,32 MA,6
1140,E2,E2,6001,VARUNA,32 MA,2
1140,E2,E2,6003,RCI,32 MA,1
1140,E2,E2,6003,VARUNA,32 MA,1
1140,E2,E2,6004,RCI,32 MA,1
1140,E2,E2,6011,NCS,32 MA,1
1140,E2,E2,6011,RCI,32 MA,1
1140,E2,E2,6012,NCS,32 MA,1
1140,E2,E2,6012,RCI,32 MA,1
1140,E2,E2,6013,NCS,32 MA,2
1140,E2,E2,6053,ANAND,32 MA,3
1140,E2,E2,6053,NCS,32 MA,1
1140,E2,E2,6053,RCI,32 MA,1
1140,E2,E2,6053,VARUNA,32 MA,3
1140,E2,E2,6102,ANAND,32 MA,6
1140,E2,E2,6102,VARUNA,32 MA,1
1140,E2,E2,6151,ILAN,18 FT,2
1140,N1,N1,104932,VARUNA,32 MA,4
1140,N1,N1,400020,VARUNA,32 MA,1
1140,N1,N1,400021,DBRC,32 MA,5
1140,N1,N1,400021,DRS,50 FT,2
1140,N1,N1,400021,EAST INDIA,32 MA,6
1140,N1,N1,400021,LG BROTHERS,32 MA,9
1140,N1,N1,400021,MAHAVEERA,32 MA,3
1140,N1,N1,400021,VARUNA,32 MA,6
1140,N1,N1,400058,DRS,50 FT,1
1140,N1,N1,400058,EAST INDIA,32 MA,1
1140,N1,N1,400058,LG BROTHERS,32 MA,2
1140,N1,N1,400058,MAHAVEERA,32 MA,2
1140,N1,N1,400058,RCI,32 MA,1
1140,N1,N1,400058,VARUNA,32 MA,6
1140,N1,N1,400076,RCI,32 MA,2
1140,N1,N1,400076,VARUNA,32 MA,2
1140,N1,N1,400211,RCI,32 MA,1
1140,N1,N1,400286,DBRC,32 MA,1
1140,N1,N1,400286,MAHAVEERA,32 MA,3
1140,N1,N1,400286,RCI,32 MA,1
1140,N1,N1,400286,VARUNA,32 MA,2
1140,N1,N1,400304,LG BROTHERS,32 MA,1
1140,N1,N1,400304,MAHAVEERA,32 MA,2
1140,N1,N1,400304,RCI,32 MA,1
1140,N1,N1,400304,VARUNA,32 MA,1
1140,N1,N1,400335,MAHAVEERA,32 MA,1
1140,N1,N1,400335,RCI,32 MA,1
1140,N1,N1,400353,CHINNA,18 FT,1
1140,N1,N1,400353,ILAN,18 FT,1
1140,N1,N1,400353,MAHAVEERA,32 MA,1
1140,N1,N1,400353,RCI,32 MA,1
1140,N1,N1,400353,VARUNA,32 MA,1
1140,N1,N1,400361,LG BROTHERS,32 MA,2
1140,N1,N1,400361,MAHAVEERA,32 MA,2
1140,N1,N1,400361,VARUNA,32 MA,1
1140,N1,N1,5001,VARUNA,32 MA,2
1140,N1,N1,5002,VARUNA,32 MA,2
1140,N1,N1,5054,VARUNA,32 MA,5
1140,N1,N1_1,5152,VARUNA,32 MA,2
1140,N1,N1_1,5155,VARUNA,32 MA,2
1140,N1,N1_1,5201,DBRC,32 MA,1
1140,N1,N1_1,5201,SWASTIK,32 MA,1
1140,N1,N1_1,5201,VARUNA,32 MA,2
1140,N1,N1_1,5203,RCI,32 MA,1
1140,N1,N1_1,5203,VARUNA,32 MA,1
1140,N2,N2,400011,VARUNA,32 MA,1
1140,N2,N2,400013,RCI,32 MA,1
1140,N2,N2,400089,LG BROTHERS,32 MA,1
1140,N2,N2,400089,RCI,32 MA,1
1140,N2,N2,400121,DBRC,32 MA,3
1140,N2,N2,400121,DRS,32 MA,5
1140,N2,N2,400121,LG BROTHERS,32 MA,2
1140,N2,N2,400121,RCI,32 MA,2
1140,N2,N2,400121,VARUNA,32 MA,3
1140,N2,N2,400292,DRS,32 MA,2
1140,N2,N2,400292,LG BROTHERS,32 MA,1
1140,N2,N2,400292,RCI,32 MA,1
1140,N2,N2,400292,VARUNA,32 MA,2
1140,N2,N2,5050,DBRC,32 MA,2
1140,N2,N2,5050,DRS,32 MA,3
1140,N2,N2,5050,LG BROTHERS,32 MA,1
1140,N2,N2,5050,RCI,32 MA,6
1140,N2,N2,5050,VARUNA,32 MA,6
1140,N2,N2,5053,VARUNA,32 MA,2
1140,N2,N2,5055,VARUNA,32 MA,1
1140,N2,N2,5061,RCI,32 MA,1
1140,N2,N2,5061,VARUNA,32 MA,2
1140,N2,N2,5301,RCI,32 MA,1
1140,N2,N2,5301,VARUNA,32 MA,1
1140,N2,N2,5303,LG BROTHERS,32 MA,1
1140,N2,N2,5303,RCI,32 MA,1
1140,N3,N3,400041,LG BROTHERS,32 MA,2
1140,N3,N3,400314,DRS,32 MA,2
1140,N3,N3,400314,LG BROTHERS,32 MA,5
1140,N3,N3,400314,MAHAVEERA,32 MA,2
1140,N3,N3,400314,RCI,32 MA,2
1140,N3,N3,400314,VARUNA,32 MA,2
1140,N3,N3,5040,LG BROTHERS,32 MA,4
1140,N3,N3,5040,MAHAVEERA,32 MA,2
1140,N3,N3,5040,RCI,32 MA,1
1140,N3,N3,5040,VARUNA,32 MA,5
1140,N3,N3,5051,RCI,32 MA,1
1140,N3,N3,5101,DRS,32 MA,1
1140,N3,N3,5101,LG BROTHERS,32 MA,1
1140,N3,N3,5101,RCI,32 MA,1
1140,N3,N3,5101,VARUNA,32 MA,1
1140,N3,N3,5102,MAHAVEERA,32 MA,1
1140,N3,N3,5102,VARUNA,32 MA,1
1140,N3,N3,5103,MAHAVEERA,32 MA,1
1140,N3,N3,5103,VARUNA,32 MA,1
1140,N3,N3,5104,LG BROTHERS,32 MA,1
1140,N3,N3,5104,VARUNA,32 MA,1
1140,N3,N3,5105,DRS,32 MA,2
1140,N3,N3,5105,LG BROTHERS,32 MA,4
1140,N3,N3,5105,MAHAVEERA,32 MA,4
1140,N3,N3,5105,RCI,32 MA,1
1140,N3,N3,5105,VARUNA,32 MA,1
1140,N3,N3,5106,LG BROTHERS,32 MA,2
1140,N3,N3,5112,LG BROTHERS,32 MA,1
1140,N3,N3,5120,DRS,32 MA,2
1140,N3,N3,5120,LG BROTHERS,32 MA,6
1140,N3,N3,5120,MAHAVEERA,32 MA,3
1140,N3,N3,5120,RCI,32 MA,3
1140,N3,N3,5120,VARUNA,32 MA,3
1140,S1,S1,8303,SWASTIK,18 FT,2
1140,S1,S1,8304,INDOARYA,18 FT,2
1140,S1,S1,8304,MEGA,18 FT,1
1140,S1,S1,8304,SWASTIK,18 FT,1
1140,S1,S1,8305,MEGA,18 FT,3
1140,S1,S1,8306,KTC,18 FT,2
1140,S1,S1,8311,INDOARYA,18 FT,1
1140,S1,S1,8311,KTC,18 FT,3
1140,S1,S1,8311,SWASTIK,18 FT,3
1140,S1,S1,8313,INDOARYA,18 FT,2
1140,S1,S1,8313,KTC,18 FT,1
1140,S1,S1,8315,INDOARYA,18 FT,1
1140,S1,S1,8351,INDOARYA,18 FT,4
1140,S1,S1,8352,INDOARYA,18 FT,3
1140,S1,S1,8352,MEGA,18 FT,2
1140,S1,S1,8353,INDOARYA,18 FT,2
1140,S1,S1,8353,KTC,18 FT,1
1140,S1,S1,8353,SWASTIK,18 FT,1
1140,S1,S1,8354,INDOARYA,18 FT,1
1140,S1,S1,8354,KTC,18 FT,1
1140,S1,S1,8354,SWASTIK,18 FT,1
1140,S1,S1,8355,KTC,18 FT,1
1140,S1,S1,8355,MEGA,18 FT,1
1140,S1,S1,8356,INDOARYA,18 FT,1
1140,S1,S1,8356,KTC,18 FT,1
1140,S1,S1_1,400068,CHINNA,18 FT,2
1140,S1,S1_1,400068,DEDICATED,32 MA,1
1140,S1,S1_1,400068,ILAN,18 FT,6
1140,S1,S1_1,400271,ILAN,18 FT,3
1140,S1,S1_1,400306,ILAN,18 FT,1
1140,S1,S1_1,400324,ILAN,18 FT,1
1140,S1,S1_1,8300,CHINNA,18 FT,13
1140,S1,S1_1,8300,ILAN,18 FT,15
1140,S1,S1_1,8301,CHINNA,18 FT,1
1140,S1,S1_1,8301,ILAN,18 FT,5
1140,S1,S1_1,8302,CHINNA,18 FT,1
1140,S1,S1_1,8302,ILAN,18 FT,3
1140,S1,S1_1,8312,ILAN,18 FT,2
1140,S2,S2,400005,INDOARYA,18 FT,1
1140,S2,S2,400027,INDOARYA,18 FT,4
1140,S2,S2,400027,KTC,18 FT,3
1140,S2,S2,400027,MEGA,18 FT,1
1140,S2,S2,4001,DEDICATED,32 MA,1
1140,S2,S2,4001,INDOARYA,18 FT,8
1140,S2,S2,4001,KTC,18 FT,5
1140,S2,S2,4001,MEGA,18 FT,4
1140,S2,S2,4001,SWASTIK,18 FT,5
1140,S2,S2,400327,INDOARYA,18 FT,1
1140,S2,S2,400327,KTC,18 FT,2
1140,S2,S2,400327,MEGA,18 FT,1
1140,S2,S2,8001,SWASTIK,18 FT,2
1140,S2,S2,8002,SWASTIK,18 FT,3
1140,S2,S2,8004,INDOARYA,18 FT,1
1140,S2,S2,8004,KTC,18 FT,3
1140,S2,S2,8005,KTC,18 FT,3
1140,S2,S2,8005,SWASTIK,18 FT,3
1140,S2,S2,8006,KTC,18 FT,3
1140,S2,S2,8010,DEDICATED,32 MA,1
1140,S2,S2,8010,INDOARYA,18 FT,5
1140,S2,S2,8010,KTC,18 FT,6
1140,S2,S2,8010,MEGA,18 FT,2
1140,S2,S2,8010,SWASTIK,18 FT,2
1140,S2,S2,8051,KTC,18 FT,2
1140,S2,S2,8052,KTC,18 FT,3
1140,S2,S2,8053,KTC,18 FT,5
1140,S2,S2,8053,SWASTIK,18 FT,1
1140,S2,S2,8054,KTC,18 FT,5
1140,S2,S2,8054,MEGA,18 FT,1
1140,S2,S2,8055,INDOARYA,18 FT,1
1140,S2,S2,8055,KTC,18 FT,4
1140,S2,S2,8055,SWASTIK,18 FT,1
1140,S2,S2,8102,KTC,18 FT,5
1140,S2,S2,8102,MEGA,18 FT,1
1140,S2,S2,8103,KTC,18 FT,4
1140,S2,S2,8103,MEGA,18 FT,1
1140,S2,S2,8104,KTC,18 FT,3
1140,S2,S2,8104,MEGA,18 FT,1
1140,S2,S2,8105,MEGA,18 FT,3
1140,S2,S2,8106,INDOARYA,18 FT,1
1140,S2,S2,8106,KTC,18 FT,1
1140,S2,S2,8106,MEGA,18 FT,1
1140,S2,S2,8107,INDOARYA,18 FT,1
1140,S2,S2,8107,KTC,18 FT,1
1140,S2,S2,8107,MEGA,18 FT,1
1140,S2,S2,8110,INDOARYA,18 FT,2
1140,S2,S2,8110,KTC,18 FT,2
1140,S2,S2,8110,MEGA,18 FT,1
1140,S2,S2,8110,SWASTIK,18 FT,1
1140,S2,S2_1,400299,RCI,32 SA,8
1140,S3,S3,400060,KTC,18 FT,1
1140,S3,S3,8151,SWASTIK,18 FT,3
1140,S3,S3,8153,SWASTIK,18 FT,5
1140,S3,S3,8155,INDOARYA,18 FT,1
1140,S3,S3,8155,SWASTIK,18 FT,2
1140,S3,S3,8251,DEDICATED,32 MA,1
1140,S3,S3,8251,MEGA,18 FT,4
