Plant,ClubPlants,Cluster,SubCLuster,TruckType,Destination,operator,Part,Date
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG1,4
1150,1150/1180,E4,E4,32 MA,6102,VARUNA,SG1,1
1150,1150/1180,S,S,32 MA,8150,VARUNA,SG1,3
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG1,5
1150,1150/1180,S,S,32 MA,8150,VARUNA,SG1,2
1150,1150/1180,S,S,32 MA,8151,VARUNA,SG1,4
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,7
1150,1150/1180,N5,N5,32 MA,5305,VARUNA,SG1,1
1180,1150/1180,S,S,32 MA,400171,VARUNA,SG2,9
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,6
1150,1150/1180,N5,N5,32 MA,5061,VARUNA,SG1,3
1150,1150/1180,S,S,32 MA,8151,VARUNA,SG1,5
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,8
1150,1150/1180,N6,N6,32 MA,5120,VARUNA,SG1,2
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,10
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,7
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,9
1180,1150/1180,N4,N4,32 SA,400211,VARUNA,SG2,6
1180,1150/1180,N5,N5,32 MA,5050,VARUNA,SG1,4
1150,1150/1180,S,S,32 MA,8151,VARUNA,SG1,1
1150,1150/1180,S,S,32 MA,8153,VARUNA,SG1,3
1150,1150/1180,S,S,32 MA,8153,VARUNA,SG1,5
1180,1150/1180,N5,N5,32 MA,5050,VARUNA,SG2,8
1180,1150/1180,N5,N5,32 MA,5050,VARUNA,SG2,10
1150,1150/1180,N4,N4,32 MA,400335,VARUNA,SG2,7
1180,1150/1180,E4,E4,32 MA,6000,VARUNA,SG1,2
1180,1150/1180,E4,E4,32 MA,6053,VARUNA,SG2,9
1180,1150/1180,E4,E4,32 MA,6102,VARUNA,SG2,6
1150,1150/1180,N4,N4,32 MA,400059,VARUNA,SG1,4
1150,1150/1180,N4,N4,32 MA,400058,VARUNA,SG1,1
1150,1150/1180,S,S,32 MA,8153,VARUNA,SG1,3
1150,1150/1180,S,S,32 MA,8153,VARUNA,SG1,5
1150,1150/1180,S,S,32 MA,8155,VARUNA,SG1,2
1150,1150/1180,S,S,32 MA,8155,VARUNA,SG1,4
1150,1150/1180,S,S,32 MA,8156,VARUNA,SG1,1
1150,1150/1180,S,S,32 MA,8156,VARUNA,SG1,3
1150,1150/1180,E3,E3,32 MA,400035,VARUNA,SG1,5
1150,1150/1180,E3,E3,32 MA,400035,VARUNA,SG1,2
1180,1150/1180,E3,E3,32 MA,6200,VARUNA,SG2,8
1150,1150/1180,S,S,32 MA,8251,VARUNA,SG1,4
1150,1150/1180,S,S,32 MA,8254,VARUNA,SG2,10
1180,1150/1180,N4,N4,32 MA,5001,VARUNA,SG1,1
1150,1150/1180,S,S,32 MA,8255,VARUNA,SG2,7
1180,1150/1180,N6,N6,32 SA,400314,VARUNA,SG1,3
1150,1150/1180,S,S,32 MA,400311,VARUNA,SG2,9
1180,1150/1180,N6,N6,32 SA,400314,VARUNA,SG1,5
1180,1150/1180,N6,N6,32 MA,5040,VARUNA,SG1,2
1150,1150/1180,S,S,32 MA,8255,VARUNA,SG2,6
1150,1150/1180,S,S,32 MA,400311,VARUNA,SG2,8
1150,1150/1180,S,S,32 MA,8255,VARUNA,SG2,10
1150,1150/1180,S,S,32 MA,8256,VARUNA,SG2,7
1180,1150/1180,N6,N6,32 MA,5120,VARUNA,SG1,4
1180,1150/1180,N6,N6,32 MA,5120,VARUNA,SG2,9
1180,1150/1180,N6,N6,32 MA,5120,VARUNA,SG2,6
1150,1150/1180,S,S,32 MA,8256,VARUNA,SG2,8
1150,1150/1180,S,S,32 MA,8257,VARUNA,SG2,10
1150,1150/1180,S,S,32 MA,8300,VARUNA,SG2,7
